ANIO,MES,DPTO_HECHO_NEW,PROV_HECHO,DIST_HECHO,UBIGEO_HECHO,P_MODALIDADES,cantidad
2018,12,LIMA METROPOLITANA,LIMA,CIENEGUILLA,150109,Hurto,11
2018,12,LIMA METROPOLITANA,LIMA,CIENEGUILLA,150109,Otros,13
2018,12,LIMA METROPOLITANA,LIMA,CIENEGUILLA,150109,Robo,4
2018,12,LIMA METROPOLITANA,LIMA,CIENEGUILLA,150109,Violencia contra la mujer e integrantes,29
2018,12,LIMA METROPOLITANA,LIMA,COMAS,150110,Estafa,11
2018,12,LIMA METROPOLITANA,LIMA,COMAS,150110,Extorsión,2
2018,12,LIMA METROPOLITANA,LIMA,COMAS,150110,Hurto,247
2018,12,LIMA METROPOLITANA,LIMA,COMAS,150110,Otros,386
2018,12,LIMA METROPOLITANA,LIMA,COMAS,150110,Robo,298
2018,12,LIMA METROPOLITANA,LIMA,COMAS,150110,Secuestro,5
2018,12,LIMA METROPOLITANA,LIMA,COMAS,150110,Violencia contra la mujer e integrantes,512
2018,12,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Estafa,4
2018,12,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Extorsión,2
2018,12,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Hurto,249
2018,12,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Otros,282
2018,12,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Robo,144
2018,12,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Secuestro,1
2018,12,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Violencia contra la mujer e integrantes,276
2018,12,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Estafa,11
2018,12,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Extorsión,1
2018,12,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Hurto,256
2018,12,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Otros,169
2018,12,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Robo,120
2018,12,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Secuestro,1
2018,12,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Violencia contra la mujer e integrantes,272
2018,12,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Estafa,11
2018,12,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Hurto,168
2018,12,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Otros,238
2018,12,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Robo,68
2018,12,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Secuestro,1
2018,12,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Violencia contra la mujer e integrantes,61
2018,12,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Extorsión,1
2018,12,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Hurto,47
2018,12,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Otros,34
2018,12,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Robo,18
2018,12,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Violencia contra la mujer e integrantes,70
2018,12,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Estafa,17
2018,12,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Hurto,383
2018,12,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Otros,220
2018,12,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Robo,121
2018,12,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Secuestro,2
2018,12,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Violencia contra la mujer e integrantes,201
2018,12,LIMA METROPOLITANA,LIMA,LIMA,150101,Estafa,47
2018,12,LIMA METROPOLITANA,LIMA,LIMA,150101,Extorsión,8
2018,12,LIMA METROPOLITANA,LIMA,LIMA,150101,Hurto,772
2018,12,LIMA METROPOLITANA,LIMA,LIMA,150101,Otros,889
2018,12,LIMA METROPOLITANA,LIMA,LIMA,150101,Robo,423
2018,12,LIMA METROPOLITANA,LIMA,LIMA,150101,Secuestro,3
2018,12,LIMA METROPOLITANA,LIMA,LIMA,150101,Violencia contra la mujer e integrantes,506
2018,12,LIMA METROPOLITANA,LIMA,LINCE,150116,Estafa,4
2018,12,LIMA METROPOLITANA,LIMA,LINCE,150116,Hurto,122
2018,12,LIMA METROPOLITANA,LIMA,LINCE,150116,Otros,107
2018,12,LIMA METROPOLITANA,LIMA,LINCE,150116,Robo,68
2018,12,LIMA METROPOLITANA,LIMA,LINCE,150116,Violencia contra la mujer e integrantes,53
2018,12,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Estafa,14
2018,12,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Extorsión,1
2018,12,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Hurto,221
2018,12,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Otros,391
2018,12,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Robo,184
2018,12,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Secuestro,2
2018,12,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Violencia contra la mujer e integrantes,383
2018,12,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Estafa,2
2018,12,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Extorsión,2
2018,12,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Hurto,97
2018,12,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Otros,192
2018,12,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Robo,71
2018,12,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Violencia contra la mujer e integrantes,223
2018,12,LIMA METROPOLITANA,LIMA,LURIN,150119,Estafa,8
2018,12,LIMA METROPOLITANA,LIMA,LURIN,150119,Extorsión,1
2018,12,LIMA METROPOLITANA,LIMA,LURIN,150119,Hurto,25
2018,12,LIMA METROPOLITANA,LIMA,LURIN,150119,Otros,59
2018,12,LIMA METROPOLITANA,LIMA,LURIN,150119,Robo,18
2018,12,LIMA METROPOLITANA,LIMA,LURIN,150119,Secuestro,1
2018,12,LIMA METROPOLITANA,LIMA,LURIN,150119,Violencia contra la mujer e integrantes,80
2018,12,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,150120,Estafa,7
2018,12,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,150120,Hurto,49
2018,12,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,150120,Otros,104
2018,12,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,150120,Robo,23
2018,12,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,150120,Violencia contra la mujer e integrantes,38
2018,12,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Estafa,10
2018,12,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Hurto,118
2018,12,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Otros,97
2018,12,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Robo,81
2018,12,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Secuestro,1
2018,12,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Violencia contra la mujer e integrantes,76
2018,12,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Estafa,5
2018,12,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Extorsión,1
2018,12,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Hurto,52
2018,12,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Otros,56
2018,12,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Robo,31
2018,12,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Violencia contra la mujer e integrantes,124
2018,12,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Estafa,2
2018,12,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Hurto,12
2018,12,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Otros,28
2018,12,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Robo,1
2018,12,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Violencia contra la mujer e integrantes,10
2018,12,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Estafa,7
2018,12,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Extorsión,1
2018,12,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Hurto,95
2018,12,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Otros,72
2018,12,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Robo,76
2018,12,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Violencia contra la mujer e integrantes,79
2018,12,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Estafa,5
2018,12,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Hurto,120
2018,12,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Otros,240
2018,12,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Robo,96
2018,12,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Violencia contra la mujer e integrantes,240
2018,12,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Estafa,1
2018,12,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Hurto,7
2018,12,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Otros,21
2018,12,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Robo,6
2018,12,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Violencia contra la mujer e integrantes,13
2018,12,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Estafa,1
2018,12,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Hurto,4
2018,12,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Otros,6
2018,12,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Robo,1
2018,12,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Violencia contra la mujer e integrantes,7
2018,12,LIMA METROPOLITANA,LIMA,RIMAC,150128,Estafa,10
2018,12,LIMA METROPOLITANA,LIMA,RIMAC,150128,Hurto,87
2018,12,LIMA METROPOLITANA,LIMA,RIMAC,150128,Otros,176
2018,12,LIMA METROPOLITANA,LIMA,RIMAC,150128,Robo,74
2018,12,LIMA METROPOLITANA,LIMA,RIMAC,150128,Violencia contra la mujer e integrantes,220
2018,12,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Hurto,1
2018,12,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Otros,10
2018,12,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Robo,1
2018,12,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Violencia contra la mujer e integrantes,13
2018,12,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Estafa,7
2018,12,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Hurto,85
2018,12,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Otros,38
2018,12,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Robo,19
2018,12,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Violencia contra la mujer e integrantes,63
2018,12,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Estafa,6
2018,12,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Extorsión,1
2018,12,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Hurto,144
2018,12,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Otros,119
2018,12,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Robo,44
2018,12,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Violencia contra la mujer e integrantes,124
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Estafa,20
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Extorsión,5
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Hurto,682
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Otros,687
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Robo,367
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Secuestro,3
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Violencia contra la mujer e integrantes,1001
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Estafa,8
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Extorsión,1
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Hurto,214
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Otros,228
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Robo,210
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Secuestro,1
2018,12,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Violencia contra la mujer e integrantes,218
2018,12,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Estafa,6
2018,12,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Hurto,74
2018,12,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Otros,124
2018,12,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Robo,76
2018,12,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Violencia contra la mujer e integrantes,69
2018,12,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Estafa,10
2018,12,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Extorsión,5
2018,12,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Hurto,233
2018,12,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Otros,415
2018,12,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Robo,252
2018,12,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Violencia contra la mujer e integrantes,425
2018,12,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Estafa,14
2018,12,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Extorsión,1
2018,12,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Hurto,50
2018,12,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Otros,208
2018,12,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Robo,21
2018,12,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Secuestro,1
2018,12,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Violencia contra la mujer e integrantes,110
2018,12,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Estafa,5
2018,12,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Extorsión,5
2018,12,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Hurto,162
2018,12,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Otros,247
2018,12,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Robo,66
2018,12,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Secuestro,3
2018,12,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Violencia contra la mujer e integrantes,252
2018,12,LIMA METROPOLITANA,LIMA,SANTA MARIA DEL MAR,150138,Otros,1
2018,12,LIMA METROPOLITANA,LIMA,SANTA MARIA DEL MAR,150138,Violencia contra la mujer e integrantes,2
2018,12,LIMA METROPOLITANA,LIMA,SANTA ROSA,150139,Hurto,4
2018,12,LIMA METROPOLITANA,LIMA,SANTA ROSA,150139,Otros,12
2018,12,LIMA METROPOLITANA,LIMA,SANTA ROSA,150139,Robo,1
2018,12,LIMA METROPOLITANA,LIMA,SANTA ROSA,150139,Violencia contra la mujer e integrantes,13
2018,12,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Estafa,25
2018,12,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Extorsión,2
2018,12,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Hurto,374
2018,12,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Otros,354
2018,12,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Robo,233
2018,12,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Secuestro,2
2018,12,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Violencia contra la mujer e integrantes,245
2018,12,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Estafa,3
2018,12,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Extorsión,1
2018,12,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Hurto,41
2018,12,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Otros,109
2018,12,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Robo,23
2018,12,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Violencia contra la mujer e integrantes,78
2018,12,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Estafa,11
2018,12,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Extorsión,2
2018,12,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Hurto,121
2018,12,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Otros,185
2018,12,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Robo,160
2018,12,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Secuestro,1
2018,12,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Violencia contra la mujer e integrantes,290
2018,12,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Estafa,13
2018,12,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Extorsión,1
2018,12,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Hurto,278
2018,12,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Otros,338
2018,12,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Robo,276
2018,12,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Secuestro,2
2018,12,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Violencia contra la mujer e integrantes,335
2019,1,LIMA METROPOLITANA,LIMA,ANCON,150102,Estafa,1
2019,1,LIMA METROPOLITANA,LIMA,ANCON,150102,Hurto,16
2019,1,LIMA METROPOLITANA,LIMA,ANCON,150102,Otros,53
2019,1,LIMA METROPOLITANA,LIMA,ANCON,150102,Robo,15
2019,1,LIMA METROPOLITANA,LIMA,ANCON,150102,Violencia contra la mujer e integrantes,62
2019,1,LIMA METROPOLITANA,LIMA,ATE,150103,Estafa,7
2019,1,LIMA METROPOLITANA,LIMA,ATE,150103,Extorsión,3
2019,1,LIMA METROPOLITANA,LIMA,ATE,150103,Hurto,254
2019,1,LIMA METROPOLITANA,LIMA,ATE,150103,Otros,412
2019,1,LIMA METROPOLITANA,LIMA,ATE,150103,Robo,163
2019,1,LIMA METROPOLITANA,LIMA,ATE,150103,Secuestro,1
2019,1,LIMA METROPOLITANA,LIMA,ATE,150103,Violencia contra la mujer e integrantes,646
2019,1,LIMA METROPOLITANA,LIMA,BARRANCO,150104,Estafa,2
2019,1,LIMA METROPOLITANA,LIMA,BARRANCO,150104,Hurto,81
2019,1,LIMA METROPOLITANA,LIMA,BARRANCO,150104,Otros,70
2019,1,LIMA METROPOLITANA,LIMA,BARRANCO,150104,Robo,65
2019,1,LIMA METROPOLITANA,LIMA,BARRANCO,150104,Violencia contra la mujer e integrantes,43
2019,1,LIMA METROPOLITANA,LIMA,BREÑA,150105,Estafa,6
2019,1,LIMA METROPOLITANA,LIMA,BREÑA,150105,Hurto,102
2019,1,LIMA METROPOLITANA,LIMA,BREÑA,150105,Otros,88
2019,1,LIMA METROPOLITANA,LIMA,BREÑA,150105,Robo,47
2019,1,LIMA METROPOLITANA,LIMA,BREÑA,150105,Violencia contra la mujer e integrantes,106
2019,1,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Estafa,4
2019,1,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Hurto,104
2019,1,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Otros,206
2019,1,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Robo,174
2019,1,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Violencia contra la mujer e integrantes,437
2019,1,LIMA METROPOLITANA,LIMA,CHACLACAYO,150107,Estafa,2
2019,1,LIMA METROPOLITANA,LIMA,CHACLACAYO,150107,Hurto,19
2019,1,LIMA METROPOLITANA,LIMA,CHACLACAYO,150107,Otros,31
2019,1,LIMA METROPOLITANA,LIMA,CHACLACAYO,150107,Robo,9
2019,1,LIMA METROPOLITANA,LIMA,CHACLACAYO,150107,Violencia contra la mujer e integrantes,74
2019,1,LIMA METROPOLITANA,LIMA,CHORRILLOS,150108,Estafa,14
2019,1,LIMA METROPOLITANA,LIMA,CHORRILLOS,150108,Extorsión,2
2019,1,LIMA METROPOLITANA,LIMA,CHORRILLOS,150108,Hurto,87
2019,1,LIMA METROPOLITANA,LIMA,CHORRILLOS,150108,Otros,216
2019,1,LIMA METROPOLITANA,LIMA,CHORRILLOS,150108,Robo,85
2019,1,LIMA METROPOLITANA,LIMA,CHORRILLOS,150108,Violencia contra la mujer e integrantes,257
2019,1,LIMA METROPOLITANA,LIMA,CIENEGUILLA,150109,Hurto,14
2019,1,LIMA METROPOLITANA,LIMA,CIENEGUILLA,150109,Otros,15
2019,1,LIMA METROPOLITANA,LIMA,CIENEGUILLA,150109,Robo,2
2019,1,LIMA METROPOLITANA,LIMA,CIENEGUILLA,150109,Violencia contra la mujer e integrantes,42
2019,1,LIMA METROPOLITANA,LIMA,COMAS,150110,Estafa,12
2019,1,LIMA METROPOLITANA,LIMA,COMAS,150110,Extorsión,1
2019,1,LIMA METROPOLITANA,LIMA,COMAS,150110,Hurto,201
2019,1,LIMA METROPOLITANA,LIMA,COMAS,150110,Otros,305
2019,1,LIMA METROPOLITANA,LIMA,COMAS,150110,Robo,307
2019,1,LIMA METROPOLITANA,LIMA,COMAS,150110,Secuestro,2
2019,1,LIMA METROPOLITANA,LIMA,COMAS,150110,Violencia contra la mujer e integrantes,556
2019,1,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Estafa,5
2019,1,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Extorsión,1
2019,1,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Hurto,193
2019,1,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Otros,257
2019,1,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Robo,101
2019,1,LIMA METROPOLITANA,LIMA,EL AGUSTINO,150111,Violencia contra la mujer e integrantes,222
2019,1,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Estafa,16
2019,1,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Extorsión,1
2019,1,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Hurto,239
2019,1,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Otros,245
2019,1,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Robo,129
2019,1,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Secuestro,2
2019,1,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,150112,Violencia contra la mujer e integrantes,361
2019,1,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Estafa,10
2019,1,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Hurto,113
2019,1,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Otros,184
2019,1,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Robo,57
2019,1,LIMA METROPOLITANA,LIMA,JESUS MARIA,150113,Violencia contra la mujer e integrantes,52
2019,1,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Estafa,4
2019,1,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Hurto,53
2019,1,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Otros,60
2019,1,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Robo,15
2019,1,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Violencia contra la mujer e integrantes,125
2019,1,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Estafa,13
2019,1,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Extorsión,3
2019,1,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Hurto,258
2019,1,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Otros,234
2019,1,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Robo,100
2019,1,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Secuestro,1
2019,1,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Violencia contra la mujer e integrantes,243
2019,1,LIMA METROPOLITANA,LIMA,LIMA,150101,Estafa,50
2019,1,LIMA METROPOLITANA,LIMA,LIMA,150101,Extorsión,9
2019,1,LIMA METROPOLITANA,LIMA,LIMA,150101,Hurto,582
2019,1,LIMA METROPOLITANA,LIMA,LIMA,150101,Otros,839
2019,1,LIMA METROPOLITANA,LIMA,LIMA,150101,Robo,328
2019,1,LIMA METROPOLITANA,LIMA,LIMA,150101,Violencia contra la mujer e integrantes,577
2019,1,LIMA METROPOLITANA,LIMA,LINCE,150116,Estafa,7
2019,1,LIMA METROPOLITANA,LIMA,LINCE,150116,Hurto,70
2019,1,LIMA METROPOLITANA,LIMA,LINCE,150116,Otros,55
2019,1,LIMA METROPOLITANA,LIMA,LINCE,150116,Robo,37
2019,1,LIMA METROPOLITANA,LIMA,LINCE,150116,Violencia contra la mujer e integrantes,51
2019,1,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Estafa,11
2019,1,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Extorsión,6
2019,1,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Hurto,206
2019,1,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Otros,382
2019,1,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Robo,149
2019,1,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Secuestro,4
2019,1,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Violencia contra la mujer e integrantes,370
2019,1,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Estafa,7
2019,1,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Extorsión,1
2019,1,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Hurto,88
2019,1,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Otros,204
2019,1,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Robo,56
2019,1,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Violencia contra la mujer e integrantes,212
2019,1,LIMA METROPOLITANA,LIMA,LURIN,150119,Estafa,7
