ANIO,MES,DPTO_HECHO_NEW,PROV_HECHO,DIST_HECHO,UBIGEO_HECHO,P_MODALIDADES,cantidad,UBIGEO,DISTRITO,POBLACION_TOTAL,FUENTE_POBLACION,PORC_NBI,FUENTE_NBI
2022,8,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Robo,17,150114,La Molina,151360,"INEI, Censos Nacionales 2025",2.8,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LA MOLINA,150114,Violencia contra la mujer e integrantes,59,150114,La Molina,151360,"INEI, Censos Nacionales 2025",2.8,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Estafa,26,150115,La Victoria,192325,"INEI, Censos Nacionales 2025",15.3,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Extorsión,25,150115,La Victoria,192325,"INEI, Censos Nacionales 2025",15.3,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Hurto,256,150115,La Victoria,192325,"INEI, Censos Nacionales 2025",15.3,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Otros,205,150115,La Victoria,192325,"INEI, Censos Nacionales 2025",15.3,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Robo,70,150115,La Victoria,192325,"INEI, Censos Nacionales 2025",15.3,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Secuestro,1,150115,La Victoria,192325,"INEI, Censos Nacionales 2025",15.3,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LA VICTORIA,150115,Violencia contra la mujer e integrantes,134,150115,La Victoria,192325,"INEI, Censos Nacionales 2025",15.3,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LIMA,150101,Estafa,128,150101,Lima,314869,"INEI, Censos Nacionales 2025",10.6,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LIMA,150101,Extorsión,96,150101,Lima,314869,"INEI, Censos Nacionales 2025",10.6,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LIMA,150101,Hurto,539,150101,Lima,314869,"INEI, Censos Nacionales 2025",10.6,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LIMA,150101,Otros,935,150101,Lima,314869,"INEI, Censos Nacionales 2025",10.6,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LIMA,150101,Robo,266,150101,Lima,314869,"INEI, Censos Nacionales 2025",10.6,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LIMA,150101,Secuestro,3,150101,Lima,314869,"INEI, Censos Nacionales 2025",10.6,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LIMA,150101,Violencia contra la mujer e integrantes,470,150101,Lima,314869,"INEI, Censos Nacionales 2025",10.6,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LINCE,150116,Estafa,7,150116,Lince,72911,"INEI, Censos Nacionales 2025",5.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LINCE,150116,Extorsión,6,150116,Lince,72911,"INEI, Censos Nacionales 2025",5.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LINCE,150116,Hurto,51,150116,Lince,72911,"INEI, Censos Nacionales 2025",5.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LINCE,150116,Otros,65,150116,Lince,72911,"INEI, Censos Nacionales 2025",5.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LINCE,150116,Robo,15,150116,Lince,72911,"INEI, Censos Nacionales 2025",5.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LINCE,150116,Violencia contra la mujer e integrantes,43,150116,Lince,72911,"INEI, Censos Nacionales 2025",5.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Estafa,38,150117,Los Olivos,362039,"INEI, Censos Nacionales 2025",9.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Extorsión,43,150117,Los Olivos,362039,"INEI, Censos Nacionales 2025",9.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Hurto,214,150117,Los Olivos,362039,"INEI, Censos Nacionales 2025",9.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Otros,331,150117,Los Olivos,362039,"INEI, Censos Nacionales 2025",9.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Robo,179,150117,Los Olivos,362039,"INEI, Censos Nacionales 2025",9.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Secuestro,2,150117,Los Olivos,362039,"INEI, Censos Nacionales 2025",9.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LOS OLIVOS,150117,Violencia contra la mujer e integrantes,257,150117,Los Olivos,362039,"INEI, Censos Nacionales 2025",9.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Estafa,13,150118,Lurigancho,308451,"INEI, Censos Nacionales 2025",22.9,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Extorsión,19,150118,Lurigancho,308451,"INEI, Censos Nacionales 2025",22.9,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Hurto,60,150118,Lurigancho,308451,"INEI, Censos Nacionales 2025",22.9,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Otros,222,150118,Lurigancho,308451,"INEI, Censos Nacionales 2025",22.9,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Robo,35,150118,Lurigancho,308451,"INEI, Censos Nacionales 2025",22.9,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Secuestro,1,150118,Lurigancho,308451,"INEI, Censos Nacionales 2025",22.9,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,150118,Violencia contra la mujer e integrantes,101,150118,Lurigancho,308451,"INEI, Censos Nacionales 2025",22.9,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LURIN,150119,Estafa,13,150119,Lurin,132149,"INEI, Censos Nacionales 2025",21.7,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LURIN,150119,Extorsión,14,150119,Lurin,132149,"INEI, Censos Nacionales 2025",21.7,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LURIN,150119,Hurto,78,150119,Lurin,132149,"INEI, Censos Nacionales 2025",21.7,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LURIN,150119,Otros,85,150119,Lurin,132149,"INEI, Censos Nacionales 2025",21.7,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LURIN,150119,Robo,26,150119,Lurin,132149,"INEI, Censos Nacionales 2025",21.7,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,LURIN,150119,Violencia contra la mujer e integrantes,56,150119,Lurin,132149,"INEI, Censos Nacionales 2025",21.7,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,150120,Estafa,9,150120,Magdalena del Mar,82146,"INEI, Censos Nacionales 2025",3.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,150120,Extorsión,6,150120,Magdalena del Mar,82146,"INEI, Censos Nacionales 2025",3.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,150120,Hurto,28,150120,Magdalena del Mar,82146,"INEI, Censos Nacionales 2025",3.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,150120,Otros,45,150120,Magdalena del Mar,82146,"INEI, Censos Nacionales 2025",3.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,150120,Robo,14,150120,Magdalena del Mar,82146,"INEI, Censos Nacionales 2025",3.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,150120,Violencia contra la mujer e integrantes,41,150120,Magdalena del Mar,82146,"INEI, Censos Nacionales 2025",3.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Estafa,47,150122,Miraflores,126049,"INEI, Censos Nacionales 2025",1.2,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Extorsión,10,150122,Miraflores,126049,"INEI, Censos Nacionales 2025",1.2,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Hurto,181,150122,Miraflores,126049,"INEI, Censos Nacionales 2025",1.2,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Otros,249,150122,Miraflores,126049,"INEI, Censos Nacionales 2025",1.2,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Robo,58,150122,Miraflores,126049,"INEI, Censos Nacionales 2025",1.2,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Secuestro,3,150122,Miraflores,126049,"INEI, Censos Nacionales 2025",1.2,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,MIRAFLORES,150122,Violencia contra la mujer e integrantes,39,150122,Miraflores,126049,"INEI, Censos Nacionales 2025",1.2,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Estafa,9,150123,Pachacamac,141104,"INEI, Censos Nacionales 2025",25.8,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Extorsión,6,150123,Pachacamac,141104,"INEI, Censos Nacionales 2025",25.8,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Hurto,33,150123,Pachacamac,141104,"INEI, Censos Nacionales 2025",25.8,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Otros,69,150123,Pachacamac,141104,"INEI, Censos Nacionales 2025",25.8,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Robo,14,150123,Pachacamac,141104,"INEI, Censos Nacionales 2025",25.8,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PACHACAMAC,150123,Violencia contra la mujer e integrantes,64,150123,Pachacamac,141104,"INEI, Censos Nacionales 2025",25.8,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Extorsión,3,150124,Pucusana,19758,"INEI, Censos Nacionales 2025",34.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Hurto,3,150124,Pucusana,19758,"INEI, Censos Nacionales 2025",34.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Otros,5,150124,Pucusana,19758,"INEI, Censos Nacionales 2025",34.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Violencia contra la mujer e integrantes,17,150124,Pucusana,19758,"INEI, Censos Nacionales 2025",34.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Estafa,9,150121,Pueblo Libre,99936,"INEI, Censos Nacionales 2025",3.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Extorsión,6,150121,Pueblo Libre,99936,"INEI, Censos Nacionales 2025",3.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Hurto,33,150121,Pueblo Libre,99936,"INEI, Censos Nacionales 2025",3.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Otros,32,150121,Pueblo Libre,99936,"INEI, Censos Nacionales 2025",3.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Robo,26,150121,Pueblo Libre,99936,"INEI, Censos Nacionales 2025",3.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Violencia contra la mujer e integrantes,22,150121,Pueblo Libre,99936,"INEI, Censos Nacionales 2025",3.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Estafa,23,150125,Puente Piedra,398975,"INEI, Censos Nacionales 2025",23.3,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Extorsión,20,150125,Puente Piedra,398975,"INEI, Censos Nacionales 2025",23.3,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Hurto,103,150125,Puente Piedra,398975,"INEI, Censos Nacionales 2025",23.3,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Otros,225,150125,Puente Piedra,398975,"INEI, Censos Nacionales 2025",23.3,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Robo,64,150125,Puente Piedra,398975,"INEI, Censos Nacionales 2025",23.3,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Violencia contra la mujer e integrantes,194,150125,Puente Piedra,398975,"INEI, Censos Nacionales 2025",23.3,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Estafa,2,150126,Punta Hermosa,16482,"INEI, Censos Nacionales 2025",37.8,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Hurto,2,150126,Punta Hermosa,16482,"INEI, Censos Nacionales 2025",37.8,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Otros,15,150126,Punta Hermosa,16482,"INEI, Censos Nacionales 2025",37.8,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Violencia contra la mujer e integrantes,9,150126,Punta Hermosa,16482,"INEI, Censos Nacionales 2025",37.8,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Hurto,7,150127,Punta Negra,11241,"INEI, Censos Nacionales 2025",14.9,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Otros,4,150127,Punta Negra,11241,"INEI, Censos Nacionales 2025",14.9,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Violencia contra la mujer e integrantes,2,150127,Punta Negra,11241,"INEI, Censos Nacionales 2025",14.9,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,RIMAC,150128,Estafa,24,150128,Rímac,197361,"INEI, Censos Nacionales 2025",15.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,RIMAC,150128,Extorsión,22,150128,Rímac,197361,"INEI, Censos Nacionales 2025",15.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,RIMAC,150128,Hurto,138,150128,Rímac,197361,"INEI, Censos Nacionales 2025",15.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,RIMAC,150128,Otros,283,150128,Rímac,197361,"INEI, Censos Nacionales 2025",15.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,RIMAC,150128,Robo,76,150128,Rímac,197361,"INEI, Censos Nacionales 2025",15.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,RIMAC,150128,Violencia contra la mujer e integrantes,118,150128,Rímac,197361,"INEI, Censos Nacionales 2025",15.0,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Extorsión,3,150129,San Bartolo,7408,"INEI, Censos Nacionales 2025",14.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Hurto,4,150129,San Bartolo,7408,"INEI, Censos Nacionales 2025",14.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Otros,10,150129,San Bartolo,7408,"INEI, Censos Nacionales 2025",14.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Robo,7,150129,San Bartolo,7408,"INEI, Censos Nacionales 2025",14.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Violencia contra la mujer e integrantes,12,150129,San Bartolo,7408,"INEI, Censos Nacionales 2025",14.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Estafa,16,150130,San Borja,126125,"INEI, Censos Nacionales 2025",2.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Extorsión,14,150130,San Borja,126125,"INEI, Censos Nacionales 2025",2.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Hurto,80,150130,San Borja,126125,"INEI, Censos Nacionales 2025",2.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Otros,99,150130,San Borja,126125,"INEI, Censos Nacionales 2025",2.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Robo,17,150130,San Borja,126125,"INEI, Censos Nacionales 2025",2.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Violencia contra la mujer e integrantes,52,150130,San Borja,126125,"INEI, Censos Nacionales 2025",2.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Estafa,12,150131,San Isidro,73401,"INEI, Censos Nacionales 2025",1.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Extorsión,3,150131,San Isidro,73401,"INEI, Censos Nacionales 2025",1.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Hurto,55,150131,San Isidro,73401,"INEI, Censos Nacionales 2025",1.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Otros,88,150131,San Isidro,73401,"INEI, Censos Nacionales 2025",1.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Robo,10,150131,San Isidro,73401,"INEI, Censos Nacionales 2025",1.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Secuestro,1,150131,San Isidro,73401,"INEI, Censos Nacionales 2025",1.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Violencia contra la mujer e integrantes,27,150131,San Isidro,73401,"INEI, Censos Nacionales 2025",1.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Estafa,76,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Extorsión,115,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Hurto,526,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Otros,897,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Robo,350,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Secuestro,8,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Violencia contra la mujer e integrantes,703,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Estafa,22,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Extorsión,35,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Hurto,134,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Otros,295,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Robo,77,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Secuestro,2,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Violencia contra la mujer e integrantes,284,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Estafa,9,150134,San Luis,61773,"INEI, Censos Nacionales 2025",9.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Extorsión,2,150134,San Luis,61773,"INEI, Censos Nacionales 2025",9.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Hurto,39,150134,San Luis,61773,"INEI, Censos Nacionales 2025",9.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Otros,54,150134,San Luis,61773,"INEI, Censos Nacionales 2025",9.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Robo,8,150134,San Luis,61773,"INEI, Censos Nacionales 2025",9.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Violencia contra la mujer e integrantes,24,150134,San Luis,61773,"INEI, Censos Nacionales 2025",9.4,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Estafa,65,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Extorsión,67,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Hurto,269,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Otros,373,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Robo,378,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Secuestro,1,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Violencia contra la mujer e integrantes,346,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Estafa,19,150136,San Miguel,189301,"INEI, Censos Nacionales 2025",4.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Extorsión,11,150136,San Miguel,189301,"INEI, Censos Nacionales 2025",4.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Hurto,59,150136,San Miguel,189301,"INEI, Censos Nacionales 2025",4.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Otros,106,150136,San Miguel,189301,"INEI, Censos Nacionales 2025",4.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Robo,12,150136,San Miguel,189301,"INEI, Censos Nacionales 2025",4.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Violencia contra la mujer e integrantes,80,150136,San Miguel,189301,"INEI, Censos Nacionales 2025",4.5,"INEI, Censos Nacionales 2017"
2022,8,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Estafa,20,150137,Santa Anita,224675,"INEI, Censos Nacionales 2025",14.3,"INEI, Censos Nacionales 2017"
