ANIO,MES,DPTO_HECHO_NEW,PROV_HECHO,DIST_HECHO,UBIGEO_HECHO,P_MODALIDADES,cantidad,UBIGEO,DISTRITO,POBLACION_TOTAL,FUENTE_POBLACION,PORC_NBI,FUENTE_NBI
2018,9,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Otros,15,150124,Pucusana,19758,"INEI, Censos Nacionales 2025",34.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Robo,1,150124,Pucusana,19758,"INEI, Censos Nacionales 2025",34.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUCUSANA,150124,Violencia contra la mujer e integrantes,8,150124,Pucusana,19758,"INEI, Censos Nacionales 2025",34.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Estafa,5,150121,Pueblo Libre,99936,"INEI, Censos Nacionales 2025",3.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Hurto,92,150121,Pueblo Libre,99936,"INEI, Censos Nacionales 2025",3.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Otros,50,150121,Pueblo Libre,99936,"INEI, Censos Nacionales 2025",3.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Robo,62,150121,Pueblo Libre,99936,"INEI, Censos Nacionales 2025",3.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,150121,Violencia contra la mujer e integrantes,58,150121,Pueblo Libre,99936,"INEI, Censos Nacionales 2025",3.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Estafa,8,150125,Puente Piedra,398975,"INEI, Censos Nacionales 2025",23.3,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Hurto,102,150125,Puente Piedra,398975,"INEI, Censos Nacionales 2025",23.3,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Otros,254,150125,Puente Piedra,398975,"INEI, Censos Nacionales 2025",23.3,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Robo,59,150125,Puente Piedra,398975,"INEI, Censos Nacionales 2025",23.3,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,150125,Violencia contra la mujer e integrantes,294,150125,Puente Piedra,398975,"INEI, Censos Nacionales 2025",23.3,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Extorsión,1,150126,Punta Hermosa,16482,"INEI, Censos Nacionales 2025",37.8,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Hurto,7,150126,Punta Hermosa,16482,"INEI, Censos Nacionales 2025",37.8,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Otros,15,150126,Punta Hermosa,16482,"INEI, Censos Nacionales 2025",37.8,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Robo,3,150126,Punta Hermosa,16482,"INEI, Censos Nacionales 2025",37.8,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,150126,Violencia contra la mujer e integrantes,6,150126,Punta Hermosa,16482,"INEI, Censos Nacionales 2025",37.8,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Hurto,10,150127,Punta Negra,11241,"INEI, Censos Nacionales 2025",14.9,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Otros,10,150127,Punta Negra,11241,"INEI, Censos Nacionales 2025",14.9,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Robo,9,150127,Punta Negra,11241,"INEI, Censos Nacionales 2025",14.9,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,150127,Violencia contra la mujer e integrantes,3,150127,Punta Negra,11241,"INEI, Censos Nacionales 2025",14.9,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,RIMAC,150128,Estafa,4,150128,Rímac,197361,"INEI, Censos Nacionales 2025",15.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,RIMAC,150128,Extorsión,1,150128,Rímac,197361,"INEI, Censos Nacionales 2025",15.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,RIMAC,150128,Hurto,63,150128,Rímac,197361,"INEI, Censos Nacionales 2025",15.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,RIMAC,150128,Otros,139,150128,Rímac,197361,"INEI, Censos Nacionales 2025",15.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,RIMAC,150128,Robo,53,150128,Rímac,197361,"INEI, Censos Nacionales 2025",15.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,RIMAC,150128,Secuestro,1,150128,Rímac,197361,"INEI, Censos Nacionales 2025",15.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,RIMAC,150128,Violencia contra la mujer e integrantes,144,150128,Rímac,197361,"INEI, Censos Nacionales 2025",15.0,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Estafa,1,150129,San Bartolo,7408,"INEI, Censos Nacionales 2025",14.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Hurto,3,150129,San Bartolo,7408,"INEI, Censos Nacionales 2025",14.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Otros,15,150129,San Bartolo,7408,"INEI, Censos Nacionales 2025",14.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Secuestro,1,150129,San Bartolo,7408,"INEI, Censos Nacionales 2025",14.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN BARTOLO,150129,Violencia contra la mujer e integrantes,22,150129,San Bartolo,7408,"INEI, Censos Nacionales 2025",14.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Estafa,7,150130,San Borja,126125,"INEI, Censos Nacionales 2025",2.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Hurto,51,150130,San Borja,126125,"INEI, Censos Nacionales 2025",2.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Otros,46,150130,San Borja,126125,"INEI, Censos Nacionales 2025",2.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Robo,22,150130,San Borja,126125,"INEI, Censos Nacionales 2025",2.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN BORJA,150130,Violencia contra la mujer e integrantes,47,150130,San Borja,126125,"INEI, Censos Nacionales 2025",2.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Estafa,14,150131,San Isidro,73401,"INEI, Censos Nacionales 2025",1.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Hurto,43,150131,San Isidro,73401,"INEI, Censos Nacionales 2025",1.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Otros,59,150131,San Isidro,73401,"INEI, Censos Nacionales 2025",1.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Robo,23,150131,San Isidro,73401,"INEI, Censos Nacionales 2025",1.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN ISIDRO,150131,Violencia contra la mujer e integrantes,47,150131,San Isidro,73401,"INEI, Censos Nacionales 2025",1.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Estafa,14,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Extorsión,7,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Hurto,519,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Otros,605,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Robo,346,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Secuestro,3,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,150132,Violencia contra la mujer e integrantes,792,150132,San Juan de Lurigancho,1176583,"INEI, Censos Nacionales 2025",19.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Estafa,7,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Extorsión,2,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Hurto,178,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Otros,178,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Robo,189,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Secuestro,4,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,150133,Violencia contra la mujer e integrantes,192,150133,San Juan de Miraflores,417763,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Estafa,5,150134,San Luis,61773,"INEI, Censos Nacionales 2025",9.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Hurto,76,150134,San Luis,61773,"INEI, Censos Nacionales 2025",9.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Otros,92,150134,San Luis,61773,"INEI, Censos Nacionales 2025",9.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Robo,33,150134,San Luis,61773,"INEI, Censos Nacionales 2025",9.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN LUIS,150134,Violencia contra la mujer e integrantes,55,150134,San Luis,61773,"INEI, Censos Nacionales 2025",9.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Estafa,12,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Extorsión,3,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Hurto,308,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Otros,335,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Robo,290,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Secuestro,2,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,150135,Violencia contra la mujer e integrantes,370,150135,San Martín de Porres,764012,"INEI, Censos Nacionales 2025",11.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Estafa,6,150136,San Miguel,189301,"INEI, Censos Nacionales 2025",4.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Hurto,41,150136,San Miguel,189301,"INEI, Censos Nacionales 2025",4.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Otros,193,150136,San Miguel,189301,"INEI, Censos Nacionales 2025",4.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Robo,15,150136,San Miguel,189301,"INEI, Censos Nacionales 2025",4.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SAN MIGUEL,150136,Violencia contra la mujer e integrantes,84,150136,San Miguel,189301,"INEI, Censos Nacionales 2025",4.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Estafa,5,150137,Santa Anita,224675,"INEI, Censos Nacionales 2025",14.3,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Hurto,111,150137,Santa Anita,224675,"INEI, Censos Nacionales 2025",14.3,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Otros,201,150137,Santa Anita,224675,"INEI, Censos Nacionales 2025",14.3,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Robo,74,150137,Santa Anita,224675,"INEI, Censos Nacionales 2025",14.3,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTA ANITA,150137,Violencia contra la mujer e integrantes,248,150137,Santa Anita,224675,"INEI, Censos Nacionales 2025",14.3,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTA MARIA DEL MAR,150138,Hurto,1,150138,Santa María del Mar,994,"INEI, Censos Nacionales 2025",12.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTA MARIA DEL MAR,150138,Otros,1,150138,Santa María del Mar,994,"INEI, Censos Nacionales 2025",12.1,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTA ROSA,150139,Estafa,1,150139,Santa Rosa,38377,"INEI, Censos Nacionales 2025",26.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTA ROSA,150139,Hurto,5,150139,Santa Rosa,38377,"INEI, Censos Nacionales 2025",26.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTA ROSA,150139,Otros,8,150139,Santa Rosa,38377,"INEI, Censos Nacionales 2025",26.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTA ROSA,150139,Robo,2,150139,Santa Rosa,38377,"INEI, Censos Nacionales 2025",26.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTA ROSA,150139,Violencia contra la mujer e integrantes,20,150139,Santa Rosa,38377,"INEI, Censos Nacionales 2025",26.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Estafa,37,150140,Santiago de Surco,401980,"INEI, Censos Nacionales 2025",3.6,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Extorsión,3,150140,Santiago de Surco,401980,"INEI, Censos Nacionales 2025",3.6,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Hurto,310,150140,Santiago de Surco,401980,"INEI, Censos Nacionales 2025",3.6,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Otros,341,150140,Santiago de Surco,401980,"INEI, Censos Nacionales 2025",3.6,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Robo,267,150140,Santiago de Surco,401980,"INEI, Censos Nacionales 2025",3.6,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Secuestro,3,150140,Santiago de Surco,401980,"INEI, Censos Nacionales 2025",3.6,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,150140,Violencia contra la mujer e integrantes,216,150140,Santiago de Surco,401980,"INEI, Censos Nacionales 2025",3.6,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Estafa,8,150141,Surquillo,119236,"INEI, Censos Nacionales 2025",6.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Hurto,55,150141,Surquillo,119236,"INEI, Censos Nacionales 2025",6.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Otros,78,150141,Surquillo,119236,"INEI, Censos Nacionales 2025",6.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Robo,40,150141,Surquillo,119236,"INEI, Censos Nacionales 2025",6.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,SURQUILLO,150141,Violencia contra la mujer e integrantes,98,150141,Surquillo,119236,"INEI, Censos Nacionales 2025",6.4,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Estafa,5,150142,Villa El Salvador,451546,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Extorsión,1,150142,Villa El Salvador,451546,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Hurto,131,150142,Villa El Salvador,451546,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Otros,195,150142,Villa El Salvador,451546,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Robo,181,150142,Villa El Salvador,451546,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Secuestro,2,150142,Villa El Salvador,451546,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,150142,Violencia contra la mujer e integrantes,287,150142,Villa El Salvador,451546,"INEI, Censos Nacionales 2025",15.5,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Estafa,8,150143,Villa María del Triunfo,487863,"INEI, Censos Nacionales 2025",21.9,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Extorsión,6,150143,Villa María del Triunfo,487863,"INEI, Censos Nacionales 2025",21.9,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Hurto,242,150143,Villa María del Triunfo,487863,"INEI, Censos Nacionales 2025",21.9,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Otros,360,150143,Villa María del Triunfo,487863,"INEI, Censos Nacionales 2025",21.9,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Robo,249,150143,Villa María del Triunfo,487863,"INEI, Censos Nacionales 2025",21.9,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Secuestro,1,150143,Villa María del Triunfo,487863,"INEI, Censos Nacionales 2025",21.9,"INEI, Censos Nacionales 2017"
2018,9,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Violencia contra la mujer e integrantes,295,150143,Villa María del Triunfo,487863,"INEI, Censos Nacionales 2025",21.9,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,ANCON,150102,Hurto,15,150102,Ancón,78256,"INEI, Censos Nacionales 2025",21.7,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,ANCON,150102,Otros,62,150102,Ancón,78256,"INEI, Censos Nacionales 2025",21.7,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,ANCON,150102,Robo,19,150102,Ancón,78256,"INEI, Censos Nacionales 2025",21.7,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,ANCON,150102,Violencia contra la mujer e integrantes,39,150102,Ancón,78256,"INEI, Censos Nacionales 2025",21.7,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,ATE,150103,Estafa,11,150103,Ate,703028,"INEI, Censos Nacionales 2025",18.0,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,ATE,150103,Extorsión,1,150103,Ate,703028,"INEI, Censos Nacionales 2025",18.0,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,ATE,150103,Hurto,287,150103,Ate,703028,"INEI, Censos Nacionales 2025",18.0,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,ATE,150103,Otros,285,150103,Ate,703028,"INEI, Censos Nacionales 2025",18.0,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,ATE,150103,Robo,169,150103,Ate,703028,"INEI, Censos Nacionales 2025",18.0,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,ATE,150103,Secuestro,3,150103,Ate,703028,"INEI, Censos Nacionales 2025",18.0,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,ATE,150103,Violencia contra la mujer e integrantes,568,150103,Ate,703028,"INEI, Censos Nacionales 2025",18.0,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,BARRANCO,150104,Estafa,4,150104,Barranco,42986,"INEI, Censos Nacionales 2025",5.3,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,BARRANCO,150104,Hurto,63,150104,Barranco,42986,"INEI, Censos Nacionales 2025",5.3,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,BARRANCO,150104,Otros,60,150104,Barranco,42986,"INEI, Censos Nacionales 2025",5.3,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,BARRANCO,150104,Robo,56,150104,Barranco,42986,"INEI, Censos Nacionales 2025",5.3,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,BARRANCO,150104,Violencia contra la mujer e integrantes,48,150104,Barranco,42986,"INEI, Censos Nacionales 2025",5.3,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,BREÑA,150105,Estafa,6,150105,Breña,104888,"INEI, Censos Nacionales 2025",7.7,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,BREÑA,150105,Hurto,80,150105,Breña,104888,"INEI, Censos Nacionales 2025",7.7,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,BREÑA,150105,Otros,88,150105,Breña,104888,"INEI, Censos Nacionales 2025",7.7,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,BREÑA,150105,Robo,41,150105,Breña,104888,"INEI, Censos Nacionales 2025",7.7,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,BREÑA,150105,Violencia contra la mujer e integrantes,75,150105,Breña,104888,"INEI, Censos Nacionales 2025",7.7,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Estafa,2,150106,Carabayllo,430807,"INEI, Censos Nacionales 2025",20.0,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Extorsión,1,150106,Carabayllo,430807,"INEI, Censos Nacionales 2025",20.0,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Hurto,91,150106,Carabayllo,430807,"INEI, Censos Nacionales 2025",20.0,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Otros,166,150106,Carabayllo,430807,"INEI, Censos Nacionales 2025",20.0,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Robo,141,150106,Carabayllo,430807,"INEI, Censos Nacionales 2025",20.0,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,CARABAYLLO,150106,Violencia contra la mujer e integrantes,261,150106,Carabayllo,430807,"INEI, Censos Nacionales 2025",20.0,"INEI, Censos Nacionales 2017"
2018,10,LIMA METROPOLITANA,LIMA,CHACLACAYO,150107,Hurto,19,150107,Chaclacayo,45670,"INEI, Censos Nacionales 2025",10.9,"INEI, Censos Nacionales 2017"
